assessid,assessorid,stockid,stocklong,recorder,daterecorded,dateloaded,assessyear,assesssource,contacts,notes,pdffile,assess,refpoints,assessmethod,assesscomments,xlsfilename,mostrecent
MARAM-SSLOBSTERSASC-1973-2012-Johnston,MARAM,SSLOBSTERSASC,Southern spiny lobster South Africa South coast,Johnston,12/19/2013,12/31/2001,1973-2012,http://www.math.uct.ac.za/maram/pub/2013/FISHERIES_2013_AUG_SCRL_06.pdf,Susan Holloway (susan.holloway@uct.ac.za),NULL,FISHERIES_2013_AUG_SCRL_06.PDF,1,1,ASPM,Allows for three areas with a common recruitment pool; and allows for time varying selectivity and recrutiment variability,/home/srdbadmin/srdb/spreadsheets/Johnston-SSLOBSTERSASC-2013-DH-edited.xls,999
NWFSC-SSTHORNHPCOAST-1901-2005-STANTON,NWFSC,SSTHORNHPCOAST,Shortspine thornyhead Pacific Coast,STANTON,5/18/2009,8/1/2012,1901-2005,http://www.pcouncil.org/groundfish/gfsafe0406/gfsafe0406.html,contact details,,,1,1,SS2,no comments,../spreadsheets/STANTON-Shortspine-2005-v2-editedDR.xls,999
SWFSC-STFLOUNNPCOAST-1970-2005-STANTON,SWFSC,STFLOUNNPCOAST,Starry flounder Northern Pacific Coast,STANTON,4/7/2009,8/1/2012,1970-2005,http://www.pcouncil.org/groundfish/gfsafe0406/gfsafe0406.html,contact details,NORTH part of PCOAST only. Separate assessment for South,,1,1,SS2,no comments,../spreadsheets/STANTON-NorthStarryFlounder-2005-editedDR-QAQC.xls,999
SWFSC-STFLOUNSPCOAST-1970-2005-STANTON,SWFSC,STFLOUNSPCOAST,Starry flounder Southern Pacific Coast,STANTON,4/7/2009,8/1/2012,1970-2005,http://www.pcouncil.org/groundfish/gfsafe0406/gfsafe0406.html,contact details,SOUTH part of PCOAST only. Separate assessment for North,,1,1,SS2,no comments,../spreadsheets/STANTON-SouthStarryFlounder-2005-editedDR-QAQC.xls,999
IATTC-STMARLINNEPAC-1954-2009-BRANCH,IATTC,STMARLINNEPAC,Striped marlin Northeast Pacific,BRANCH,8/9/2011,9/18/2012,1954-2009,www.iattc.org/PDFFiles2/StockAssessmentReports/SAR-11-MLS-ENG.pdf,"Mark Maunder, mmaunder@iattc.org","Important: replaces STMARLINNPAC (the stock is NE Pacific not E Pacific); stock is northeastern (north of about 12.5 S latitude, east of about 150 W longitude) Pacific Ocean",STMARLINNEPAC-IATTC-2010-BRANCH.pdf,1,1,SS3,"Big reduction in fishing effort from core area of striped marlin distribution, explains low current F.",/home/srdbadmin/srdb/spreadsheets/new-STMARLINNEPAC-BRANCH-STMARLINNEPAC-2010-DH-edited.xls,999
NMFS-STMARLINNPAC-1952-2004-BRANCH,NMFS,STMARLINNPAC,Striped marlin North Pacific,BRANCH,8/1/2011,9/18/2012,1952-2004,www.nrcresearchpress.com/doi/abs/10.1139/F10-029?journalCode=cjfas,"Jon Brodziak, Jon.Brodziak@noaa.gov",NULL,STMARLINNPAC-Brodziak & Piner 2010 striped marlin.pdf,1,1,ASPM,Model averaging combines multiple models,/home/srdbadmin/srdb/spreadsheets/new-STMARLINNPAC-BRANCH-STMARLINNPAC-2010-DH-edited.xls,999
SPC-STMARLINSWPO-1952-2011-CHING,SPC,STMARLINSWPO,Striped marlin Southwestern Pacific Ocean,CHING,9/25/2012,11/22/2012,1952-2011,www.wcpfc.int/doc/sa-wp-6/stock-assessment-striped-marlin-tetrapturus-audax-southwest-pacific-ocean,NULL,NULL,WCPFC-SC8-2012/SA-WP-05-Stock-assessment-of-striped-marlin-(Kajikia-audax)-in-the-southwest-Paciﬁc-Ocean.,1,1,MULTIFAN-CL,NULL,/home/srdbadmin/srdb/spreadsheets/CHING-STMARLINSWPO-2012-DH-edited.xls,999
ISC-STMARLINWCNPAC-1951-2010-CHING,ISC,STMARLINWCNPAC,Striped marlin Western and Central North Pacific,CHING,9/28/2012,11/2/2012,1951-2010,http://isc.ac.affrc.go.jp/pdf/BILL/ISC11BILLWG-3_WP01.pdf,Jon Brodziak,NULL,ISC/11/BILLWG-3/01-Preliminary-striped-marlin-assessment.,1,1,SS3,NULL,/home/srdbadmin/srdb/spreadsheets/CHING-STMARLINWCNPAC-2012-DH-edited.xls,999
NEFSC-STRIPEDBASSGOMCHATT-1981-2012-HIVELY,NEFSC,STRIPEDBASSGOMCHATT,Striped bass Gulf of Maine / Cape Hatteras,HIVELY,1/25/2015,1/1/2002,1981-2012,http://www.nefsc.noaa.gov/nefsc/publications/crd/crd1316/,NULL,NULL,STRIPEDBASSGOMCHATT-2013,1,1,SCA,NULL,/home/srdbadmin/srdb/spreadsheets/HIVELY-STRIPEDBASSGOMCHATT-2013-DH-edited.xls,999
NEFSC-SURFMATLC-1965-2008-JACOBSON,NEFSC,SURFMATLC,Atlantic surfclam Mid-Atlantic Coast,JACOBSON,4/22/2009,8/1/2012,1965-2008,http://www.nefsc.noaa.gov/nefsc/publications/crd/crd0710/,,,,1,1,Delay difference,"KLAMZ model used in DMV, NNJ, and entire stock, but index assessment used for SNE, LI, GBK",../spreadsheets/JACOBSON-ATLSURFCLAM-2008-editedDR.xls,999
CSIRO-SWHITSE-1945-2007-FULTON,CSIRO,SWHITSE,School whiting Southeast Australia,FULTON,4/30/2008,8/1/2012,1945-2007,Received from CSIRO assessment team,Beth.Fulton@csiro.au,Based on fisheries data only,,1,1,SS2,Used v2.00h of SS2,../spreadsheets/Fulton-whiting-australia-2007_v2-editedDR-QAQC.xls,999
IATTC-SWORDEPAC-1950-2010-CHING,IATTC,SWORDEPAC,Swordfish Eastern Pacific,CHING,9/28/2012,11/22/2012,1950-2010,www.iattc.org/PDFFiles2/StockAssessmentReports/SAR-12-SWOENG.pdf,Michael Hinton (mhinton@iattc.org),NULL,Status-of-swordfish-in-the-Eastern-Pacific-Ocean-in-2010-and-outlook-for-the-future.,1,1,SS3,NULL,/home/srdbadmin/srdb/spreadsheets/CHING-SWORDEPAC-2012-DH-edited.xls,999
IOTC-SWORDIO-1950-2010-CHING,IOTC,SWORDIO,Swordfish Indian Ocean,CHING,9/28/2012,11/22/2012,1950-2010,www.iotc.org/files/proceedings/2011/wpb/IOTC-2011-WPB09-17.pdf,Dale Kolody (dale.kolody@iotc.org),NULL,"IOTC-2011-WPB-17-An age-, sex- and-spatially-structured-stock-assessment-of-the-Indian-Ocean-swordfish-fishery-1950-2009,-including-special-emphasis-on-the-South-West-region.",1,1,SS3,NULL,/home/srdbadmin/srdb/spreadsheets/CHING-SWORDIO-2012-DH-edited.xls,999
ICCAT-SWORDMED-1950-2009-CHING,ICCAT,SWORDMED,Swordfish Mediterranean Sea,CHING,9/25/2012,11/22/2012,1950-2009,www.iccat.int/Documents/Meetings/Docs/2010_MED_SWO_ASSESS.pdf,Laurie Kell,NULL,"Report-of-the-2010-ICCAT-Mediterranean-swordfish-stock-assessment-meeting-(Madrid, Spain - June 28 to July 2, 2010).",1,1,XSA,NULL,/home/srdbadmin/srdb/spreadsheets/CHING-SWORDMED-2012-DH-edited.xls,999
ICCAT-SWORDNATL-1950-2010-CHING,ICCAT,SWORDNATL,Swordfish North Atlantic,CHING,9/25/2012,11/22/2012,1950-2010,www.iccat.int/Documents/SCRS/DetRep/DET-SWO-ATL.pdf,"John Neilson, neilsonj@mar.dfo-mpo.gc.ca",NULL,"Report-of-the-2009-Atlantic-swordfish-stock-assessment-session-(Madrid, September 7 to 11, 2009).",1,1,ASPIC,NULL,/home/srdbadmin/srdb/spreadsheets/CHING-SWORDNATL-2012-DH-edited.xls,999
ISC-SWORDNPAC-1952-2010-CHING,ISC,SWORDNPAC,Swordfish North Pacific,CHING,9/28/2012,11/22/2012,1952-2010,NULL,Sheng-Ping Wang (wsp@mail.ntou.edu.tw),NULL,"Fisheries-Research-84:282-300-Application-of-the-sex-specific age-structured-assessment-method-for-swordfish,-Xiphias-gladius,-in-the-North-Pacific-Ocean.",1,1,SCA,NULL,/home/srdbadmin/srdb/spreadsheets/CHING-SWORDNPAC-2012-DH-edited.xls,999
ICCAT-SWORDSATL-1950-2010-CHING,ICCAT,SWORDSATL,Swordfish South Atlantic,CHING,9/25/2012,11/22/2012,1950-2010,www.iccat.int/Documents/SCRS/DetRep/DET-SWO-ATL.pdf,Paulo Travassos (p.travassos@depaq.ufrpe.br),NULL,"Report-of-the-2009-Atlantic-swordfish-stock-assessment-session-(Madrid, September 7 to 11, 2009).",1,1,ASPIC,NULL,/home/srdbadmin/srdb/spreadsheets/CHING-SWORDSATL-2012-DH-edited.xls,999
AFSC-TANNERCRABBSAI-1949-2013-HIVELY,AFSC,TANNERCRABBSAI,Tanner crab Bering Sea and Aleutian Islands,HIVELY,12/14/2014,1/1/2002,1949-2013,http://www.npfmc.org/wp-content/PDFdocuments/membership/PlanTeam/Crab/September13/tanner.pdf,NULL,NULL,TANNERCRABBSAI-2013,1,1,TCSAM,NULL,/home/srdbadmin/srdb/spreadsheets/HIVELY-TANNERCRABBSAI-2013-DH-edited.xls,999
NIWA-TARAKNZ-1932-2007-CORDUE,NIWA,TARAKNZ,Tarakihi New Zealand,CORDUE,8/28/2012,9/30/2012,1932-2007,No report available,Ian Doonan <Ian.Doonan@niwa.co.nz>,Assessment report apparently never completed,No report available,1,1,CASAL,WCSI assessment,/home/srdbadmin/srdb/spreadsheets/CORDUE-TARWCSINZ-2012-DH-edited.xls,999
TAFI-TASGIANTCRABTAS-1990-2007-JENSEN,TAFI,TASGIANTCRABTAS,Tasmanian giant crab Tasmania,JENSEN,11/29/2008,8/1/2012,1990-2007,http://www.tafi.org.au/publications/GC_2006-07_Assessment_report_FINALcover.pdf,"Phillipe Ziegler (Philippe.Ziegler@utas.edu.au), Malcolm Haddon (Malcolm.Haddon@utas.edu.au)",,,1,0,SBM,years represent the end year of a fishing season,../spreadsheets/JENSEN-TASGIANTCRAB-2008-editedDR.xls,999
FAO-DRSS-THREADWASG1-1994-2007-CHING,FAO-DRSS,THREADWASG1,Threadfin West Africa Subgroup 1,CHING,1/22/2014,1/1/2002,1994-2007,NULL,NULL,NULL,FAO West African Demersal Stocks.pdf,1,1,DPM,NULL,/home/srdbadmin/srdb/spreadsheets/CHING-THREADWASG1-2007-DH-edited.xls,999
FAO-DRSS-THREADWASG2-1990-2006-CHING,FAO-DRSS,THREADWASG2,Threadfin West Africa Subgroup 2,CHING,1/22/2014,1/1/2002,1990-2006,NULL,NULL,"CPUE-kg/day is trawlers, CPUE-kg/trip is artisanal",FAO West African Demersal Stocks.pdf,1,1,DPM,NULL,/home/srdbadmin/srdb/spreadsheets/CHING-THREADWASG2-2006-DH-edited.xls,999
FAO-DRSS-THREADWASG3-1990-2007-CHING,FAO-DRSS,THREADWASG3,Threadfin West Africa Subgroup 3,CHING,1/22/2014,1/1/2002,1990-2007,NULL,NULL,"CPUE-kg/day is trawlers, CPUE-kg/trip is artisanal",FAO West African Demersal Stocks.pdf,1,1,DPM,NULL,/home/srdbadmin/srdb/spreadsheets/CHING-THREADWASG3-2007-DH-edited.xls,999
CSIRO-TIGERFLATSE-1913-2006-FULTON,CSIRO,TIGERFLATSE,Tiger flathead Southeast Australia,FULTON,4/30/2008,8/1/2012,1913-2006,Received from CSIRO assessment team,Beth.Fulton@csiro.au,Based on fisheries data only,,1,1,SS2,Used V1.23d of SS2,../spreadsheets/Fulton-tiger_flathead-australia-2007_v2-editedDR-QAQC.xls,999
SEFSC-TILEGM-1965-2009-HIVELY,SEFSC,TILEGM,Tilefish Gulf of Mexico,HIVELY,5/1/2014,12/31/2001,1965-2009,http://www.sefsc.noaa.gov/sedar/,NULL,NULL,tilefish_SAR_FINAL.pdf,1,1,SS3,NULL,/home/srdbadmin/srdb/spreadsheets/HIVELY-TILEGM-2009-DH-edited.xls,999
NEFSC-TILEMATLC-1915-2012-HIVELY,NEFSC,TILEMATLC,Tilefish Mid-Atlantic Coast,HIVELY,5/3/2014,12/31/2001,1915-2012,http://www.nefsc.noaa.gov/saw/reports.html,NULL,NULL,crd1404.pdf,1,1,ASAP,NULL,/home/srdbadmin/srdb/spreadsheets/HIVELY-TILEMATLC-2012-DH-edited.xls,999
SEFSC-TILESATLC-1961-2002-STANTON,SEFSC,TILESATLC,Tilefish Southern Atlantic coast,STANTON,5/29/2009,8/1/2012,1961-2002,http://www.sefsc.noaa.gov/sedar/,contact details,,,1,1,SCA,no comments,../spreadsheets/STANTON-TILESATLC-editedDR-QAQC.xls,999
NZMFishINSHOREWG-TREVALLYTRE7-1944-2005-JENSEN,NZMFishINSHOREWG,TREVALLYTRE7,Trevally New Zealand Areas TRE 7,JENSEN,3/9/2009,8/1/2012,1944-2005,received from contact,Patrick Cordue - patrick.cordue@isl-solutions.co.nz,base model,,1,1,CASAL,,../spreadsheets/JENSEN-TREVALLYNZ7-2005-v2-editedDR.xls,999
NEFSC-TSKAT5YZSNE-1963-2005-SOSEBEE,NEFSC,TSKAT5YZSNE,Thorny skate Gulf of Marine / Georges Bank-Southern New England,SOSEBEE,4/21/2009,8/1/2012,1963-2005,http://www.nefsc.noaa.gov/nefsc/publications/crd/crd0710/,,,,0,0,Survey indices,,../spreadsheets/SOSBEE-THORNYSKATE-2007-editedDR.xls,999
STECF-TURBLKGSA29-1970-2010-BANOBI,STECF,TURBLKGSA29,Turbot Black Sea,BANOBI,5/28/2014,1/1/2002,1970-2010,http://151.1.154.86/GfcmWebSite/SAC/SCSA/14/SAFs.html,NULL,NULL,2012_TUR_GSA29_STECFOWP.pdf,1,1,XSA,NULL,/home/srdbadmin/srdb/spreadsheets/BANOBI-TURBLKGSA29-2010-DH-edited.xls,999
SEFSC-VSNAPGM-1981-2004-JENSEN,SEFSC,VSNAPGM,Vermilion snapper Gulf of Mexico,JENSEN,11/19/2008,8/1/2012,1981-2004,http://www.sefsc.noaa.gov/sedar/download/S9SAR3%20VS%20full%202.pdf?id=DOCUMENT,,from Fogarty database,,1,1,ASPM,"catch, recruitment, and F time series are from assessment, not Fogarty spreadsheet",../spreadsheets/JENSEN-VSNAPGM-2006-editedDR-QAQC.xls,999
SEFSC-VSNAPSATLC-1946-2008-STANTON,SEFSC,VSNAPSATLC,Vermilion snapper Southern Atlantic coast,STANTON,6/1/2009,8/1/2012,1946-2008,http://www.sefsc.noaa.gov/sedar/,contact details,,,1,1,AD-CAM,no comments,../spreadsheets/STANTON-VSNAPSATLC-editedDR-QAQC.xls,999
CSIRO-WAREHOUESE-1984-2006-FULTON,CSIRO,WAREHOUESE,Blue Warehou Eastern half of Southeast Australia,FULTON,4/30/2008,8/1/2012,1984-2006,Received from CSIRO assessment team,Beth.Fulton@csiro.au,Based on fisheries data only,,1,1,SS2,Used 2007_1.00 of SS2,../spreadsheets/Fulton-east_blue_warehou-australia-2007_v2-editedDR-QAQC.xls,999
CSIRO-WAREHOUWSE-1984-2006-FULTON,CSIRO,WAREHOUWSE,Blue Warehou Western half of Southeast Australia,FULTON,4/30/2008,8/1/2012,1984-2006,Received from CSIRO assessment team,Beth.Fulton@csiro.au,Based on fisheries data only,,1,1,SS2,Used 2007_1.00 of SS2,../spreadsheets/Fulton-west_blue_warehou-australia-2007_v2-editedDR-QAQC.xls,999
NEFSC-WEAKFISHATLC-1981-2008-STANTON,NEFSC,WEAKFISHATLC,Weakfish Atlantic Coast,STANTON,4/11/2010,8/1/2012,1981-2008,http://www.nefsc.noaa.gov/publications/crd/crd0910/,,,,1,1,ADAPT,Assessment category classified as VPA,../spreadsheets/STANTON-WEAKFISHATLC-2009-v2-editedDR-QAQC.xls,999
DFO-MAR-WHAKE4VWX5-1964-2005-PREFONTAINE,DFO-MAR,WHAKE4VWX5,"White hake Scotian Shelf, Bay of Fundy and Georges Bank",PREFONTAINE,6/18/2008,8/1/2012,1964-2005,http://www.dfo-mpo.gc.ca/csas/csas/Publications/Pub_Index_e.htm,contact details,Relative fishing mortality (Frel) can be found in the assessment in Figures 24 and 25; these are estimated from the commercial catch / by the fishable biomass (45 cm +) estimated from summer RV surveys. There are two estimates of length at 50% maturity; L,,0,0,Unknown,no comments,../spreadsheets/PREFONTAINE-WHAKE4VWX5-2005-editedDR-QAQC.xls,999
NEFSC-WHAKEGBGOM-1963-2007-SOSEBEE,NEFSC,WHAKEGBGOM,White hake Georges Bank / Gulf of Maine,SOSEBEE,4/20/2009,8/1/2012,1963-2007,http://www.nefsc.noaa.gov/nefsc/publications/crd/crd0815/,,Stock under rebuilding program with 2014 deadline.,,1,1,ASPM,Age-structured surplus production model,../spreadsheets/SOSEBEE-WHITEHAKE-2008-editedDR.xls,999
EWG-BS-WHITBLACK-1994-2011-HIVELY,EWG-BS,WHITBLACK,Whiting Black Sea,HIVELY,9/17/2013,12/31/2001,1994-2011,https://stecf.jrc.ec.europa.eu/,NULL,NULL,2012-11_STECF 12-15 - Black Sea Assessments_JRC76532.pdf,1,1,XSA,NULL,/home/srdbadmin/srdb/spreadsheets/HIVELY-WHITBLACK-2011-DH-edited.xls,999
NIMRD-WHITBLKGSA29-1988-2011-BANOBI,NIMRD,WHITBLKGSA29,Whiting Black Sea,BANOBI,5/23/2014,1/1/2002,1988-2011,http://151.1.154.86/GfcmWebSite/SAC/SCSA/14/SAFs.html,NULL,"assessment uses VIT, says steady-state, not suitable for historical time series.  They present results using average data for the 2000-2011 time period, and using 2011 alone.  No time series results but there are reference points compared to current values.  Current values entered here on time series page as single year time series.",2012_WHG_GSA29_NIMRD.pdf,1,1,VIT,NULL,/home/srdbadmin/srdb/spreadsheets/BANOBI-WHITBLKGSA29-2011-DH-edited.xls,999
WGNSSK-WHITNS-VIId-1989-2012-CHING,WGNSSK,WHITNS-VIId,Whiting NS-VIId,CHING,2/27/2013,8/23/2013,1989-2012,http://www.ices.dk/sites/pub/Publication%20Reports/Advice/2012/2012/whg-47d.pdf,NULL,NULL,whg-47d,1,1,XSA,NULL,/home/srdbadmin/srdb/spreadsheets/CHING-WHITNS-VIId-2012-DH-edited.xls,999
WGNSDS-WHITVIa-1980-2012-CHING,WGNSDS,WHITVIa,Whiting ICES VIa,CHING,2/22/2013,8/23/2013,1980-2012,http://www.ices.dk/sites/pub/Publication%20Reports/Advice/2012/2012/whg-scow.pdf,NULL,NULL,whg-scow,1,1,TSA,NULL,/home/srdbadmin/srdb/spreadsheets/CHING-WHITVIa-2012-DH-edited.xls,999
WGSSDS-WHITVIIek-1981-2012-CHING,WGSSDS,WHITVIIek,Whiting ICES VIIe-k,CHING,2/22/2013,8/23/2013,1981-2012,http://www.ices.dk/sites/pub/Publication%20Reports/Advice/2012/2012/whg-7e-k.pdf,NULL,NULL,whg-7e-k,1,1,XSA,NULL,/home/srdbadmin/srdb/spreadsheets/CHING-WHITVIIek-2012-DH-edited.xls,999
NEFSC-WINDOWGOMGB-1975-2007-HENDRICKSON,NEFSC,WINDOWGOMGB,Windowpane flounder - Gulf of Maine / Georges Bank,HENDRICKSON,4/20/2009,8/1/2012,1975-2007,http://www.nefsc.noaa.gov/nefsc/publications/crd/crd0815/crd0815.pdf,,,,1,1,SURBA,"used NMFS SA Toolbox method called ""AIM""; An Index-based Method",../spreadsheets/HENDRICKSON-WINDOWPANEGOMGB-2008-editedDR.xls,999
NEFSC-WINDOWSNEMATL-1975-2007-HENDRICKSON,NEFSC,WINDOWSNEMATL,Windowpane Southern New England-Mid Atlantic,HENDRICKSON,4/20/2009,8/1/2012,1975-2007,http://www.nefsc.noaa.gov/nefsc/publications/crd/crd0815/,,Stock under rebuilding program with 2056 deadline.,,1,1,SURBA,"used NMFS SA Toolbox method called ""AIM""; An Index-based Method",../spreadsheets/HENDRICKSON-WINDOWPANESNEMA-2008-editedDR.xls,999
NEFSC-WINFLOUN5Z-1964-2011-HIVELY,NEFSC,WINFLOUN5Z,Winter Flounder NAFO-5Z,HIVELY,1/25/2015,1/1/2002,1964-2011,http://www.nefsc.noaa.gov/nefsc/publications/crd/crd1117/,NULL,NULL,WINFLOUN5Z-2011,1,1,ADAPT,NULL,/home/srdbadmin/srdb/spreadsheets/HIVELY-WINFLOUN5Z-2011-DH-edited.xls,999
NEFSC-WINFLOUND5Y-1982-2008-NITSCHKE,NEFSC,WINFLOUND5Y,Winter Flounder NAFO-5Y,NITSCHKE,4/22/2009,8/1/2012,1982-2008,http://www.nefsc.noaa.gov/nefsc/publications/crd/crd0815/,,no rebuilding program.,,1,1,Unknown,"VPA and SCALE models not accepted, TL are only commercial landings",../spreadsheets/NITSCHKE-WINTERFLGOM-2008-editedDR.xls,999
NEFSC-WINFLOUNSNEMATL-1980-2010-HIVELY,NEFSC,WINFLOUNSNEMATL,Winter Flounder Southern New England-Mid Atlantic,HIVELY,1/25/2015,1/1/2002,1980-2010,http://www.nefsc.noaa.gov/nefsc/publications/crd/crd1117/,NULL,NULL,WINFLOUNSNEMATL-2011,1,1,ASAP,NULL,/home/srdbadmin/srdb/spreadsheets/HIVELY-WINFLOUNSNEMATL-2011-DH-edited.xls,999
NEFSC-WITFLOUN5Y-1982-2008-WIGLEY,NEFSC,WITFLOUN5Y,Witch Flounder NAFO-5Y,WIGLEY,12/10/2008,8/1/2012,1982-2008,http://www.nefsc.noaa.gov/nefsc/publications/crd/crd0815/,,,,1,1,VPA,NFT toolbox ver 2.7.7,../spreadsheets/WIGLEY-WITCH-2008-editedDR.xls,999
ICCAT-WMARLINATL-1956-2011-CHING,ICCAT,WMARLINATL,White marlin Atlantic,CHING,9/28/2012,11/2/2012,1956-2011,www.iccat.int/Documents/Meetings/Docs/2012_WHM_ASSESS_ENG.pdf.,Beth Babcock,Average of model runs,"Report-of-the-2012-white-marlin-stock-assessment-meeting-(Madrid, Spain - JMay 21-25, 2012).",1,1,SS3,NULL,/home/srdbadmin/srdb/spreadsheets/CHING-WMARLINATL-2012-DH-edited.xls,999
AFSC-WPOLLAI-1976-2013-CHING,AFSC,WPOLLAI,Walleye pollock Aleutian Islands,CHING,2/22/2013,8/23/2013,1976-2013,http://www.afsc.noaa.gov/REFM/Docs/2012/AIpollock.pdf,NULL,NULL,AIpollock,1,1,AD-CAM,NULL,/home/srdbadmin/srdb/spreadsheets/CHING-WPOLLAI-2012-DH-edited.xls,999
AFSC-WPOLLEBS-1964-2013-CHING,AFSC,WPOLLEBS,Walleye pollock Eastern Bering Sea,CHING,2/11/2013,8/23/2013,1964-2013,http://www.afsc.noaa.gov/REFM/Docs/2012/EBSpollock.pdf,NULL,NULL,EBSpollock,1,1,AD-CAM,NULL,/home/srdbadmin/srdb/spreadsheets/CHING-WPOLLEBS-2012-DH-edited.xls,999
AFSC-WPOLLGA-1970-2014-HIVELY,AFSC,WPOLLGA,Walleye pollock Gulf of Alaska,HIVELY,1/3/2014,1/3/2002,1970-2014,http://www.afsc.noaa.gov/refm/stocks/assessments.htm,NULL,NULL,WPOLLGA-2014,1,1,AD-CAM,NULL,/home/srdbadmin/srdb/spreadsheets/HIVELY-WPOLLGA-2014-DH-edited.xls,999
VNIRO-WPOLLNAVAR-1994-2004-JENSEN,VNIRO,WPOLLNAVAR,Walleye Pollock Navarinsky,JENSEN,11/11/2009,8/1/2012,1994-2004,report received via email from Ray Hilborn,Ray Hilborn,"stock area unclear - title refers to Navarin Walleye Pollock, but catch is higher than SAUP catch for pollock in WBS",,1,1,ISVPA,,../spreadsheets/JENSEN-WPOLLWBS-2004-editedDR.xls,999
VNIRO-WPOLLNSO-1963-2012-CHING,VNIRO,WPOLLNSO,Walleye pollock Northern Sea of Okhotsk,CHING,11/12/2013,12/31/2001,1963-2012,NULL,NULL,Most of the timeseries data is Northern Sea of Okhotsk (catch data is the entire sea)so I labeled that as the areaid and therefore used WPOLLNSO as the stockid.,Varkentin-ResponsesPrincipleOneOBoyle11.pdf,1,1,XSA,NULL,/home/srdbadmin/srdb/spreadsheets/CHING-WPOLLNSO-2012-DH-edited.xls,999
VNIRO-WPOLLWBS-1970-2008-CHING,VNIRO,WPOLLWBS,Walleye pollock Western Bering Sea,CHING,10/17/2012,8/23/2013,1970-2008,NULL,NULL,NULL,Principle-1-WBS-PCA-Submission-200610.pdf,1,1,VPA,NULL,/home/srdbadmin/srdb/spreadsheets/CHING-WPOLLWBS-2008-DH-edited.xls,999
NWFSC-WROCKPCOAST-1916-2011-STACHURA,NWFSC,WROCKPCOAST,Widow rockfish Pacific Coast,STACHURA,12/21/2011,8/11/2012,1916-2011,http://www.pcouncil.org/wp-content/uploads/E1a_ATT3_STATUS_WIDOW_NOV2011BB.pdf,"Xi He, xi.he@noaa.gov",Obtained a word document of the assessment from the author that was used for this entry,NWFSC-WROCKPCOAST-2011.pdf,1,1,SS3,"previously two-area model, now only one-area; estimated spawning outputs in recent years increased more than that in the 2009 assessment",/home/srdbadmin/srdb/spreadsheets/NWFSC-WROCKPCOAST-2011-DH-edited.xls,999
SEFSC-WSHRIMPGM-1984-2011-HIVELY,SEFSC,WSHRIMPGM,White shrimp Gulf of Mexico,HIVELY,8/16/2013,12/31/2001,1984-2011,NULL,NULL,NULL,white shrimp GOMex-2011.pdf,1,1,SS3,NULL,/home/srdbadmin/srdb/spreadsheets/HIVELY-WSHRIMPGM-2011-DH-edited.xls,999
NEFSC-WSKAT5YCHATT-1967-2005-SOSEBEE,NEFSC,WSKAT5YCHATT,Winter skate Gulf of Maine / Cape Hatteras,SOSEBEE,4/21/2009,8/1/2012,1967-2005,http://www.nefsc.noaa.gov/nefsc/publications/crd/crd0710/,,,,0,0,Survey indices,,../spreadsheets/SOSBEE-WINTERSKATE-2007-editedDR.xls,999
SEFSC-YEGROUPGM-1975-2009-HIVELY,SEFSC,YEGROUPGM,Yellowedge grouper Gulf of Mexico,HIVELY,5/3/2014,12/31/2001,1975-2009,http://www.sefsc.noaa.gov/sedar/,NULL,NULL,YEG_final_SAR.pdf,1,1,SS3,NULL,/home/srdbadmin/srdb/spreadsheets/HIVELY-YEGROUPGM-2009-DH-edited.xls,999
NAFO-SC-YELL3LNO-1960-2009-BAUM,NAFO-SC,YELL3LNO,Yellowtail Flounder NAFO 3LNO,BAUM,5/28/2009,8/1/2012,1960-2009,http://www.nafo.int/fisheries/frames/fishery.html,,,,1,1,ASPIC,,../spreadsheets/BAUM-YELL3LNO-2008-editedDR.xls,999
NEFSC-YELLCCODGOM-1935-2008-LEGAULT,NEFSC,YELLCCODGOM,Yellowtail flounder Cape Cod / Gulf of Maine,LEGAULT,11/26/2008,8/1/2012,1935-2008,http://www.nefsc.noaa.gov/nefsc/publications/crd/crd0815/,,,,1,1,VPA,Age 6+ formulation accepted as final model,../spreadsheets/LEGAULT-YELLCCGOM-2008-editedDR.xls,999
NEFSC-YELLGB-1935-2008-BAUM,NEFSC,YELLGB,Yellowtail flounder Georges Bank,BAUM,11/4/2008,8/1/2012,1935-2008,http://www.nefsc.noaa.gov/nefsc/publications/crd/crd0815/,,Stock under rebuilding program with 2014 deadline. Georges Bank yellowtail flounder is a transboundary stock (TRAC) U.S./Canada,,1,1,VPA,_Major Change_ model chosen as final model,../spreadsheets/BAUM-YELLGB-2008-editedDR.xls,999
NEFSC-YELLSNEMATL-1935-2008-BAUM,NEFSC,YELLSNEMATL,Yellowtail Flounder Southern New England-Mid Atlantic,BAUM,11/4/2008,8/1/2012,1935-2008,http://www.nefsc.noaa.gov/nefsc/publications/crd/crd0815/,,,,1,1,VPA,Age 6+ formulation accepted as final model,../spreadsheets/LEGAULT-BAUM-YELLSNEMATL-2008-editedDR.xls,999
NWFSC-YEYEROCKPCOAST-1916-2011-STACHURA,NWFSC,YEYEROCKPCOAST,Yelloweye rockfish Pacific Coast,STACHURA,12/21/2011,8/11/2012,1916-2011,"obtained from assessment author, not available on the PFMC website yet","Ian Taylor, Ian.Taylor@noaa.gov",,NWFSC-YEYEROCKPCOAST-2011.pdf,1,1,SS3,,/home/srdbadmin/srdb/spreadsheets/NWFSC-YEYEROCKPCOAST-2011-DH-edited.xls,999
